Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:64005000


EstacaoCodigo;NivelConsistencia;MetodoObtencaoVazoes;Data;Vazao;Status
64005000;1;1;07/04/1975;18,044;
64005000;1;1;08/04/1975;16,185;
64005000;1;1;09/04/1975;15,023;
64005000;1;1;10/04/1975;14,858;
64005000;1;1;11/04/1975;14,694;
64005000;1;1;12/04/1975;12,91;
64005000;1;1;13/04/1975;13,07;
64005000;1;1;14/04/1975;12,91;
64005000;1;1;15/04/1975;12,91;
64005000;1;1;16/04/1975;12,91;
64005000;1;1;17/04/1975;12,91;
64005000;1;1;18/04/1975;12,114;
64005000;1;1;19/04/1975;11,642;
64005000;1;1;20/04/1975;11,642;
64005000;1;1;21/04/1975;11,485;
64005000;1;1;22/04/1975;11,642;
64005000;1;1;23/04/1975;11,485;
64005000;1;1;24/04/1975;11,485;
64005000;1;1;25/04/1975;11,329;
64005000;1;1;26/04/1975;10,708;
64005000;1;1;27/04/1975;10,094;
64005000;1;1;28/04/1975;9,941;
64005000;1;1;29/04/1975;10,094;
64005000;1;1;30/04/1975;10,094;
64005000;1;1;01/05/1975;11,173;
64005000;1;1;02/05/1975;14,53;
64005000;1;1;03/05/1975;11,018;
64005000;1;1;04/05/1975;11,173;
64005000;1;1;05/05/1975;13,07;
64005000;1;1;06/05/1975;11,799;
64005000;1;1;07/05/1975;11,329;
64005000;1;1;08/05/1975;12,91;
64005000;1;1;09/05/1975;15,188;
64005000;1;1;10/05/1975;12,114;
64005000;1;1;11/05/1975;11,329;
64005000;1;1;12/05/1975;9,941;
64005000;1;1;13/05/1975;9,789;
64005000;1;1;14/05/1975;9,789;
64005000;1;1;15/05/1975;8,887;
64005000;1;1;16/05/1975;9,638;
64005000;1;1;17/05/1975;10,247;
64005000;1;1;18/05/1975;11,018;
64005000;1;1;19/05/1975;10,863;
64005000;1;1;20/05/1975;11,799;
64005000;1;1;21/05/1975;11,485;
64005000;1;1;22/05/1975;11,642;
64005000;1;1;23/05/1975;10,554;
64005000;1;1;24/05/1975;8,591;
64005000;1;1;25/05/1975;9,638;
64005000;1;1;26/05/1975;8,887;
64005000;1;1;27/05/1975;9,186;
64005000;1;1;28/05/1975;8,591;
64005000;1;1;29/05/1975;9,487;
64005000;1;1;30/05/1975;8,591;
64005000;1;1;31/05/1975;8,296;
64005000;1;1;01/06/1975;8,443;
64005000;1;1;02/06/1975;8,887;
64005000;1;1;03/06/1975;8,887;
64005000;1;1;04/06/1975;9,638;
64005000;1;1;05/06/1975;10,094;
64005000;1;1;06/06/1975;15,519;
64005000;1;1;07/06/1975;14,53;
64005000;1;1;08/06/1975;9,186;
64005000;1;1;09/06/1975;8,887;
64005000;1;1;10/06/1975;8,443;
64005000;1;1;11/06/1975;8,591;
64005000;1;1;12/06/1975;8,591;
64005000;1;1;13/06/1975;8,443;
64005000;1;1;14/06/1975;8,443;
64005000;1;1;15/06/1975;8,591;
64005000;1;1;16/06/1975;8,739;
64005000;1;1;17/06/1975;8,591;
64005000;1;1;18/06/1975;8,739;
64005000;1;1;19/06/1975;8,739;
64005000;1;1;20/06/1975;8,591;
64005000;1;1;21/06/1975;8,739;
64005000;1;1;22/06/1975;9,336;
64005000;1;1;23/06/1975;12,91;
64005000;1;1;24/06/1975;8,443;
64005000;1;1;25/06/1975;8,296;
64005000;1;1;26/06/1975;8,443;
64005000;1;1;27/06/1975;8,591;
64005000;1;1;28/06/1975;8,591;
64005000;1;1;29/06/1975;8,443;
64005000;1;1;30/06/1975;8,149;
64005000;1;1;01/07/1975;8,296;
64005000;1;1;02/07/1975;8,443;
64005000;1;1;03/07/1975;8,443;
64005000;1;1;04/07/1975;8,003;
64005000;1;1;05/07/1975;7,857;
64005000;1;1;06/07/1975;7,712;
64005000;1;1;07/07/1975;7,712;
64005000;1;1;08/07/1975;7,567;
64005000;1;1;09/07/1975;7,857;
64005000;1;1;10/07/1975;7,423;
64005000;1;1;11/07/1975;7,423;
64005000;1;1;12/07/1975;7,28;
64005000;1;1;13/07/1975;7,28;
64005000;1;1;14/07/1975;7,28;
64005000;1;1;15/07/1975;7,28;
64005000;1;1;16/07/1975;9,487;
64005000;1;1;17/07/1975;21,344;
64005000;1;1;18/07/1975;10,247;
64005000;1;1;19/07/1975;8,443;
64005000;1;1;20/07/1975;8,443;
64005000;1;1;21/07/1975;8,149;
64005000;1;1;22/07/1975;8,296;
64005000;1;1;23/07/1975;8,149;
64005000;1;1;24/07/1975;8,003;
64005000;1;1;25/07/1975;8,149;
64005000;1;1;26/07/1975;8,149;
64005000;1;1;27/07/1975;8,003;
64005000;1;1;28/07/1975;9,941;
64005000;1;1;29/07/1975;8,887;
64005000;1;1;30/07/1975;7,857;
64005000;1;1;31/07/1975;7,28;
64005000;1;1;01/08/1975;6,852;
64005000;1;1;02/08/1975;7,137;
64005000;1;1;03/08/1975;8,149;
64005000;1;1;04/08/1975;8,003;
64005000;1;1;05/08/1975;7,857;
64005000;1;1;06/08/1975;7,857;
64005000;1;1;07/08/1975;10,708;
64005000;1;1;08/08/1975;19,421;
64005000;1;1;09/08/1975;9,789;
64005000;1;1;10/08/1975;8,887;
64005000;1;1;11/08/1975;8,591;
64005000;1;1;12/08/1975;8,296;
64005000;1;1;13/08/1975;8,003;
64005000;1;1;14/08/1975;8,003;
64005000;1;1;15/08/1975;9,941;
64005000;1;1;16/08/1975;9,336;
64005000;1;1;17/08/1975;9,037;
64005000;1;1;18/08/1975;8,443;
64005000;1;1;19/08/1975;9,638;
64005000;1;1;20/08/1975;9,638;
64005000;1;1;21/08/1975;8,443;
64005000;1;1;22/08/1975;8,003;
64005000;1;1;23/08/1975;7,712;
64005000;1;1;24/08/1975;7,567;
64005000;1;1;25/08/1975;7,423;
64005000;1;1;26/08/1975;7,423;
64005000;1;1;27/08/1975;7,28;
64005000;1;1;28/08/1975;8,591;
64005000;1;1;29/08/1975;8,739;
64005000;1;1;30/08/1975;8,296;
64005000;1;1;31/08/1975;7,857;
64005000;1;1;01/09/1975;7,712;
64005000;1;1;02/09/1975;10,4;
64005000;1;1;03/09/1975;8,887;
64005000;1;1;04/09/1975;8,296;
64005000;1;1;05/09/1975;7,857;
64005000;1;1;06/09/1975;7,567;
64005000;1;1;07/09/1975;7,423;
64005000;1;1;08/09/1975;7,28;
64005000;1;1;09/09/1975;7,137;
64005000;1;1;10/09/1975;7,137;
64005000;1;1;11/09/1975;6,994;
64005000;1;1;12/09/1975;6,994;
64005000;1;1;13/09/1975;9,186;
64005000;1;1;14/09/1975;7,567;
64005000;1;1;15/09/1975;7,137;
64005000;1;1;16/09/1975;10,554;
64005000;1;1;17/09/1975;17,533;
64005000;1;1;18/09/1975;15,851;
64005000;1;1;19/09/1975;25,474;
64005000;1;1;20/09/1975;16,857;
64005000;1;1;21/09/1975;13,553;
64005000;1;1;22/09/1975;11,485;
64005000;1;1;23/09/1975;10,708;
64005000;1;1;24/09/1975;13,877;
64005000;1;1;25/09/1975;11,329;
64005000;1;1;26/09/1975;11,173;
64005000;1;1;27/09/1975;18,73;
64005000;1;1;28/09/1975;25,474;
64005000;1;1;29/09/1975;11,642;
64005000;1;1;30/09/1975;12,91;
64005000;1;1;01/10/1975;23,302;
64005000;1;1;02/10/1975;11,799;
64005000;1;1;03/10/1975;13,715;
64005000;1;1;04/10/1975;43,227;
64005000;1;1;05/10/1975;29,739;
64005000;1;1;06/10/1975;24,022;
64005000;1;1;07/10/1975;21,344;
64005000;1;1;08/10/1975;18,387;
64005000;1;1;09/10/1975;15,023;
64005000;1;1;10/10/1975;48,96;
64005000;1;1;11/10/1975;36,851;
64005000;1;1;12/10/1975;33,739;
64005000;1;1;13/10/1975;40,014;
64005000;1;1;14/10/1975;21,521;
64005000;1;1;15/10/1975;17,533;
64005000;1;1;16/10/1975;20,116;
64005000;1;1;17/10/1975;14,203;
64005000;1;1;18/10/1975;14,53;
64005000;1;1;19/10/1975;15,519;
64005000;1;1;20/10/1975;16,52;
64005000;1;1;21/10/1975;14,53;
64005000;1;1;22/10/1975;12,75;
64005000;1;1;23/10/1975;12,431;
64005000;1;1;24/10/1975;11,799;
64005000;1;1;25/10/1975;10,554;
64005000;1;1;26/10/1975;9,789;
64005000;1;1;27/10/1975;9,186;
64005000;1;1;28/10/1975;12,591;
64005000;1;1;29/10/1975;12,114;
64005000;1;1;30/10/1975;10,094;
64005000;1;1;31/10/1975;9,789;
64005000;1;1;01/11/1975;13,877;
64005000;1;1;02/11/1975;31,822;
64005000;1;1;03/11/1975;37,834;
64005000;1;1;04/11/1975;36,263;
64005000;1;1;05/11/1975;32,97;
64005000;1;1;06/11/1975;28,614;
64005000;1;1;07/11/1975;24,746;
64005000;1;1;08/11/1975;20,466;
64005000;1;1;09/11/1975;17,364;
64005000;1;1;10/11/1975;21,521;
64005000;1;1;11/11/1975;15,519;
64005000;1;1;12/11/1975;13,231;
64005000;1;1;13/11/1975;12,75;
64005000;1;1;14/11/1975;12,273;
64005000;1;1;15/11/1975;12,114;
64005000;1;1;16/11/1975;11,799;
64005000;1;1;17/11/1975;11,173;
64005000;1;1;18/11/1975;15,685;
64005000;1;1;19/11/1975;31,822;
64005000;1;1;20/11/1975;16,018;
64005000;1;1;21/11/1975;27,128;
64005000;1;1;22/11/1975;16,352;
64005000;1;1;23/11/1975;17,364;
64005000;1;1;24/11/1975;17,364;
64005000;1;1;25/11/1975;23,661;
64005000;1;1;26/11/1975;32,395;
64005000;1;1;27/11/1975;23,302;
64005000;1;1;28/11/1975;27,869;
64005000;1;1;29/11/1975;25,292;
64005000;1;1;30/11/1975;27,128;
64005000;1;1;01/12/1975;65,388;
64005000;1;1;02/12/1975;77,648;
64005000;1;1;03/12/1975;35,873;
64005000;1;1;04/12/1975;23,123;
64005000;1;1;05/12/1975;20,816;
64005000;1;1;06/12/1975;18,73;
64005000;1;1;07/12/1975;18,558;
64005000;1;1;08/12/1975;16,857;
64005000;1;1;09/12/1975;17,025;
64005000;1;1;10/12/1975;16,185;
64005000;1;1;11/12/1975;15,023;
64005000;1;1;12/12/1975;18,73;
64005000;1;1;13/12/1975;30,116;
64005000;1;1;14/12/1975;119,118;
64005000;1;1;15/12/1975;158,154;
64005000;1;1;16/12/1975;63,421;
64005000;1;1;17/12/1975;28,988;
64005000;1;1;18/12/1975;21,168;
64005000;1;1;19/12/1975;23,123;
64005000;1;1;20/12/1975;24,203;
64005000;1;1;21/12/1975;20,466;
64005000;1;1;22/12/1975;20,116;
64005000;1;1;23/12/1975;17,364;
64005000;1;1;24/12/1975;19,075;
64005000;1;1;25/12/1975;19,768;
64005000;1;1;26/12/1975;21,698;
64005000;1;1;27/12/1975;18,044;
64005000;1;1;28/12/1975;26,759;
64005000;1;1;29/12/1975;64,294;
64005000;1;1;30/12/1975;67,586;
64005000;1;1;31/12/1975;30,493;
64005000;1;1;01/01/1976;22,586;
64005000;1;1;02/01/1976;22,765;
64005000;1;1;03/01/1976;19,768;
64005000;1;1;04/01/1976;20,291;
64005000;1;1;05/01/1976;19,942;
64005000;1;1;06/01/1976;18,73;
64005000;1;1;07/01/1976;21,168;
64005000;1;1;08/01/1976;21,168;
64005000;1;1;09/01/1976;19,075;
64005000;1;1;10/01/1976;16,52;
64005000;1;1;11/01/1976;16,52;
64005000;1;1;12/01/1976;16,52;
64005000;1;1;13/01/1976;20,291;
64005000;1;1;14/01/1976;20,816;
64005000;1;1;15/01/1976;43,429;
64005000;1;1;16/01/1976;32,97;
64005000;1;1;17/01/1976;26,759;
64005000;1;1;18/01/1976;21,698;
64005000;1;1;19/01/1976;17,874;
64005000;1;1;20/01/1976;21,875;
64005000;1;1;21/01/1976;29,927;
64005000;1;1;22/01/1976;76,291;
64005000;1;1;23/01/1976;31,441;
64005000;1;1;24/01/1976;21,344;
64005000;1;1;25/01/1976;19,075;
64005000;1;1;26/01/1976;21,168;
64005000;1;1;27/01/1976;22,586;
64005000;1;1;28/01/1976;36,655;
64005000;1;1;29/01/1976;126,114;
64005000;1;1;30/01/1976;186,946;
64005000;1;1;31/01/1976;152,305;
64005000;1;1;01/02/1976;56,739;
64005000;1;1;02/02/1976;41,213;
64005000;1;1;03/02/1976;43,632;
64005000;1;1;04/02/1976;42,621;
64005000;1;1;05/02/1976;59,524;
64005000;1;1;06/02/1976;36,851;
64005000;1;1;07/02/1976;47,514;
64005000;1;1;08/02/1976;35,288;
64005000;1;1;09/02/1976;55,675;
64005000;1;1;10/02/1976;35,288;
64005000;1;1;11/02/1976;19,768;
64005000;1;1;12/02/1976;22,765;
64005000;1;1;13/02/1976;24,928;
64005000;1;1;14/02/1976;20,466;
64005000;1;1;15/02/1976;15,685;
64005000;1;1;16/02/1976;21,875;
64005000;1;1;17/02/1976;24,383;
64005000;1;1;18/02/1976;28,428;
64005000;1;1;19/02/1976;31,441;
64005000;1;1;20/02/1976;22,943;
64005000;1;1;21/02/1976;21,168;
64005000;1;1;22/02/1976;22,052;
64005000;1;1;23/02/1976;32,395;
64005000;1;1;24/02/1976;29,739;
64005000;1;1;25/02/1976;31,441;
64005000;1;1;26/02/1976;34,125;
64005000;1;1;27/02/1976;36,068;
64005000;1;1;28/02/1976;26,39;
64005000;1;1;29/02/1976;31,822;
64005000;1;1;01/03/1976;25,474;
64005000;1;1;02/03/1976;22,943;
64005000;1;1;03/03/1976;19,942;
64005000;1;1;04/03/1976;69,133;
64005000;1;1;05/03/1976;48,96;
64005000;1;1;06/03/1976;24,022;
64005000;1;1;07/03/1976;23,302;
64005000;1;1;08/03/1976;20,641;
64005000;1;1;09/03/1976;26,759;
64005000;1;1;10/03/1976;30,116;
64005000;1;1;11/03/1976;41,013;
64005000;1;1;12/03/1976;35,288;
64005000;1;1;13/03/1976;47,102;
64005000;1;1;14/03/1976;155,418;
64005000;1;1;15/03/1976;182,067;
64005000;1;1;16/03/1976;84,962;
64005000;1;1;17/03/1976;41,013;
64005000;1;1;18/03/1976;43,024;
64005000;1;1;19/03/1976;34,512;
64005000;1;1;20/03/1976;39,417;
64005000;1;1;21/03/1976;37,44;
64005000;1;1;22/03/1976;44,037;
64005000;1;1;23/03/1976;36,655;
64005000;1;1;24/03/1976;34,706;
64005000;1;1;25/03/1976;42,016;
64005000;1;1;26/03/1976;62,768;
64005000;1;1;27/03/1976;44,24;
64005000;1;1;28/03/1976;29,927;
64005000;1;1;29/03/1976;29,363;
64005000;1;1;30/03/1976;27,313;
64005000;1;1;31/03/1976;25,84;
64005000;1;1;01/04/1976;25,11;
64005000;1;1;02/04/1976;22,765;
64005000;1;1;03/04/1976;25,292;
64005000;1;1;04/04/1976;27,683;
64005000;1;1;05/04/1976;22,943;
64005000;1;1;06/04/1976;21,344;
64005000;1;1;07/04/1976;21,168;
64005000;1;1;08/04/1976;21,168;
64005000;1;1;09/04/1976;20,641;
64005000;1;1;10/04/1976;20,116;
64005000;1;1;11/04/1976;20,291;
64005000;1;1;12/04/1976;20,816;
64005000;1;1;13/04/1976;28,801;
64005000;1;1;14/04/1976;59,094;
64005000;1;1;15/04/1976;32,395;
64005000;1;1;16/04/1976;26,943;
64005000;1;1;17/04/1976;23,481;
64005000;1;1;18/04/1976;20,641;
64005000;1;1;19/04/1976;19,594;
64005000;1;1;20/04/1976;18,387;
64005000;1;1;21/04/1976;17,703;
64005000;1;1;22/04/1976;18,215;
64005000;1;1;23/04/1976;20,291;
64005000;1;1;24/04/1976;21,875;
64005000;1;1;25/04/1976;20,992;
64005000;1;1;26/04/1976;19,768;
64005000;1;1;27/04/1976;16,857;
64005000;1;1;28/04/1976;15,353;
64005000;1;1;29/04/1976;14,694;
64005000;1;1;30/04/1976;16,185;
64005000;1;1;01/05/1976;14,858;
64005000;1;1;02/05/1976;13,877;
64005000;1;1;03/05/1976;15,519;
64005000;1;1;04/05/1976;14,694;
64005000;1;1;05/05/1976;14,694;
64005000;1;1;06/05/1976;13,715;
64005000;1;1;07/05/1976;12,91;
64005000;1;1;08/05/1976;12,91;
64005000;1;1;09/05/1976;13,715;
64005000;1;1;10/05/1976;36,459;
64005000;1;1;11/05/1976;33,739;
64005000;1;1;12/05/1976;16,688;
64005000;1;1;13/05/1976;14,694;
64005000;1;1;14/05/1976;16,018;
64005000;1;1;15/05/1976;12,91;
64005000;1;1;16/05/1976;12,91;
64005000;1;1;17/05/1976;12,91;
64005000;1;1;18/05/1976;12,91;
64005000;1;1;19/05/1976;12,91;
64005000;1;1;20/05/1976;12,91;
64005000;1;1;21/05/1976;25,657;
64005000;1;1;22/05/1976;46,076;
64005000;1;1;23/05/1976;15,519;
64005000;1;1;24/05/1976;14,858;
64005000;1;1;25/05/1976;13,877;
64005000;1;1;26/05/1976;14,53;
64005000;1;1;27/05/1976;15,188;
64005000;1;1;28/05/1976;26,943;
64005000;1;1;29/05/1976;103,057;
64005000;1;1;30/05/1976;78,555;
64005000;1;1;31/05/1976;23,481;
64005000;1;1;01/06/1976;17,874;
64005000;1;1;02/06/1976;16,352;
64005000;1;1;03/06/1976;16,018;
64005000;1;1;04/06/1976;15,851;
64005000;1;1;05/06/1976;25,84;
64005000;1;1;06/06/1976;71,801;
64005000;1;1;07/06/1976;24,928;
64005000;1;1;08/06/1976;16,52;
64005000;1;1;09/06/1976;16,185;
64005000;1;1;10/06/1976;15,851;
64005000;1;1;11/06/1976;15,851;
64005000;1;1;12/06/1976;16,857;
64005000;1;1;13/06/1976;17,703;
64005000;1;1;14/06/1976;17,025;
64005000;1;1;15/06/1976;16,018;
64005000;1;1;16/06/1976;15,851;
64005000;1;1;17/06/1976;15,353;
64005000;1;1;18/06/1976;13,231;
64005000;1;1;19/06/1976;13,07;
64005000;1;1;20/06/1976;12,91;
64005000;1;1;21/06/1976;13,392;
64005000;1;1;22/06/1976;13,231;
64005000;1;1;23/06/1976;13,07;
64005000;1;1;24/06/1976;13,231;
64005000;1;1;25/06/1976;13,07;
64005000;1;1;26/06/1976;13,07;
64005000;1;1;27/06/1976;13,231;
64005000;1;1;28/06/1976;12,91;
64005000;1;1;29/06/1976;13,07;
64005000;1;1;30/06/1976;13,231;
64005000;1;1;01/07/1976;17,025;
64005000;1;1;02/07/1976;60,386;
64005000;1;1;03/07/1976;122,42;
64005000;1;1;04/07/1976;48,753;
64005000;1;1;05/07/1976;20,992;
64005000;1;1;06/07/1976;17,364;
64005000;1;1;07/07/1976;17,874;
64005000;1;1;08/07/1976;18,215;
64005000;1;1;09/07/1976;21,168;
64005000;1;1;10/07/1976;24,383;
64005000;1;1;11/07/1976;23,481;
64005000;1;1;12/07/1976;23,302;
64005000;1;1;13/07/1976;21,344;
64005000;1;1;14/07/1976;18,902;
64005000;1;1;15/07/1976;18,902;
64005000;1;1;16/07/1976;16,688;
64005000;1;1;17/07/1976;17,703;
64005000;1;1;18/07/1976;17,364;
64005000;1;1;19/07/1976;16,185;
64005000;1;1;20/07/1976;15,519;
64005000;1;1;21/07/1976;14,694;
64005000;1;1;22/07/1976;14,53;
64005000;1;1;23/07/1976;14,53;
64005000;1;1;24/07/1976;14,53;
64005000;1;1;25/07/1976;14,53;
64005000;1;1;26/07/1976;14,53;
64005000;1;1;27/07/1976;13,553;
64005000;1;1;28/07/1976;13,231;
64005000;1;1;29/07/1976;13,07;
64005000;1;1;30/07/1976;13,07;
64005000;1;1;31/07/1976;13,07;
64005000;1;1;01/08/1976;13,07;
64005000;1;1;02/08/1976;13,07;
64005000;1;1;03/08/1976;13,07;
64005000;1;1;04/08/1976;11,799;
64005000;1;1;05/08/1976;11,329;
64005000;1;1;06/08/1976;13,715;
64005000;1;1;07/08/1976;13,877;
64005000;1;1;08/08/1976;11,642;
64005000;1;1;09/08/1976;11,329;
64005000;1;1;10/08/1976;15,353;
64005000;1;1;11/08/1976;14,858;
64005000;1;1;12/08/1976;21,698;
64005000;1;1;13/08/1976;36,068;
64005000;1;1;14/08/1976;18,558;
64005000;1;1;15/08/1976;17,703;
64005000;1;1;16/08/1976;13,877;
64005000;1;1;17/08/1976;12,91;
64005000;1;1;18/08/1976;12,91;
64005000;1;1;19/08/1976;13,231;
64005000;1;1;20/08/1976;15,023;
64005000;1;1;21/08/1976;15,188;
64005000;1;1;22/08/1976;14,203;
64005000;1;1;23/08/1976;13,07;
64005000;1;1;24/08/1976;12,91;
64005000;1;1;25/08/1976;12,431;
64005000;1;1;26/08/1976;12,114;
64005000;1;1;27/08/1976;11,799;
64005000;1;1;28/08/1976;11,642;
64005000;1;1;29/08/1976;11,642;
64005000;1;1;30/08/1976;11,485;
64005000;1;1;31/08/1976;11,485;
64005000;1;1;01/09/1976;11,485;
64005000;1;1;02/09/1976;11,485;
64005000;1;1;03/09/1976;11,329;
64005000;1;1;04/09/1976;11,018;
64005000;1;1;05/09/1976;12,75;
64005000;1;1;06/09/1976;16,018;
64005000;1;1;07/09/1976;23,841;
64005000;1;1;08/09/1976;17,874;
64005000;1;1;09/09/1976;13,877;
64005000;1;1;10/09/1976;12,273;
64005000;1;1;11/09/1976;11,485;
64005000;1;1;12/09/1976;12,431;
64005000;1;1;13/09/1976;20,116;
64005000;1;1;14/09/1976;20,291;
64005000;1;1;15/09/1976;14,694;
64005000;1;1;16/09/1976;18,215;
64005000;1;1;17/09/1976;15,851;
64005000;1;1;18/09/1976;13,715;
64005000;1;1;19/09/1976;13,07;
64005000;1;1;20/09/1976;12,91;
64005000;1;1;21/09/1976;12,91;
64005000;1;1;22/09/1976;12,75;
64005000;1;1;23/09/1976;12,91;
64005000;1;1;24/09/1976;12,431;
64005000;1;1;25/09/1976;14,203;
64005000;1;1;26/09/1976;14,366;
64005000;1;1;27/09/1976;14,04;
64005000;1;1;28/09/1976;33,162;
64005000;1;1;29/09/1976;32,013;
64005000;1;1;30/09/1976;15,851;
64005000;1;1;01/10/1976;14,694;
64005000;1;1;02/10/1976;16,018;
64005000;1;1;03/10/1976;17,364;
64005000;1;1;04/10/1976;15,188;
64005000;1;1;05/10/1976;16,857;
64005000;1;1;06/10/1976;26,023;
64005000;1;1;07/10/1976;14,858;
64005000;1;1;08/10/1976;14,04;
64005000;1;1;09/10/1976;15,851;
64005000;1;1;10/10/1976;19,768;
64005000;1;1;11/10/1976;15,023;
64005000;1;1;12/10/1976;13,392;
64005000;1;1;13/10/1976;12,91;
64005000;1;1;14/10/1976;12,91;
64005000;1;1;15/10/1976;13,07;
64005000;1;1;16/10/1976;12,91;
64005000;1;1;17/10/1976;16,185;
64005000;1;1;18/10/1976;22,765;
64005000;1;1;19/10/1976;21,875;
64005000;1;1;20/10/1976;37,243;
64005000;1;1;21/10/1976;49,375;
64005000;1;1;22/10/1976;44,647;
64005000;1;1;23/10/1976;23,123;
64005000;1;1;24/10/1976;18,215;
64005000;1;1;25/10/1976;16,857;
64005000;1;1;26/10/1976;17,025;
64005000;1;1;27/10/1976;22,408;
64005000;1;1;28/10/1976;17,874;
64005000;1;1;29/10/1976;16,018;
64005000;1;1;30/10/1976;15,353;
64005000;1;1;31/10/1976;14,694;
64005000;1;1;01/11/1976;13,877;
64005000;1;1;02/11/1976;12,91;
64005000;1;1;03/11/1976;12,91;
64005000;1;1;04/11/1976;13,715;
64005000;1;1;05/11/1976;15,851;
64005000;1;1;06/11/1976;20,816;
64005000;1;1;07/11/1976;16,688;
64005000;1;1;08/11/1976;14,203;
64005000;1;1;09/11/1976;13,07;
64005000;1;1;10/11/1976;12,75;
64005000;1;1;11/11/1976;13,07;
64005000;1;1;12/11/1976;13,392;
64005000;1;1;13/11/1976;13,231;
64005000;1;1;14/11/1976;13,07;
64005000;1;1;15/11/1976;13,231;
64005000;1;1;16/11/1976;12,431;
64005000;1;1;17/11/1976;11,957;
64005000;1;1;18/11/1976;12,273;
64005000;1;1;19/11/1976;12,273;
64005000;1;1;20/11/1976;13,231;
64005000;1;1;21/11/1976;17,194;
64005000;1;1;22/11/1976;18,044;
64005000;1;1;23/11/1976;13,553;
64005000;1;1;24/11/1976;12,114;
64005000;1;1;25/11/1976;12,114;
64005000;1;1;26/11/1976;14,53;
64005000;1;1;27/11/1976;22,408;
64005000;1;1;28/11/1976;17,025;
64005000;1;1;29/11/1976;14,53;
64005000;1;1;30/11/1976;13,877;
64005000;1;1;01/12/1976;12,114;
64005000;1;1;02/12/1976;12,431;
64005000;1;1;03/12/1976;11,799;
64005000;1;1;04/12/1976;11,485;
64005000;1;1;05/12/1976;11,018;
64005000;1;1;06/12/1976;11,485;
64005000;1;1;07/12/1976;11,485;
64005000;1;1;08/12/1976;12,75;
64005000;1;1;09/12/1976;24,022;
64005000;1;1;10/12/1976;21,521;
64005000;1;1;11/12/1976;18,387;
64005000;1;1;12/12/1976;14,53;
64005000;1;1;13/12/1976;12,75;
64005000;1;1;14/12/1976;12,591;
64005000;1;1;15/12/1976;13,553;
64005000;1;1;16/12/1976;15,519;
64005000;1;1;17/12/1976;16,52;
64005000;1;1;18/12/1976;17,194;
64005000;1;1;19/12/1976;15,023;
64005000;1;1;20/12/1976;12,75;
64005000;1;1;21/12/1976;12,273;
64005000;1;1;22/12/1976;12,591;
64005000;1;1;23/12/1976;13,553;
64005000;1;1;24/12/1976;13,553;
64005000;1;1;25/12/1976;14,366;
64005000;1;1;26/12/1976;14,203;
64005000;1;1;27/12/1976;14,694;
64005000;1;1;28/12/1976;12,75;
64005000;1;1;29/12/1976;11,957;
64005000;1;1;30/12/1976;11,957;
64005000;1;1;31/12/1976;12,273;
64005000;1;1;01/01/1977;16,018;
64005000;1;1;02/01/1977;12,273;
64005000;1;1;03/01/1977;11,329;
64005000;1;1;04/01/1977;11,642;
64005000;1;1;05/01/1977;17,703;
64005000;1;1;06/01/1977;29,175;
64005000;1;1;07/01/1977;32,97;
64005000;1;1;08/01/1977;20,992;
64005000;1;1;09/01/1977;15,353;
64005000;1;1;10/01/1977;13,07;
64005000;1;1;11/01/1977;18,044;
64005000;1;1;12/01/1977;13,07;
64005000;1;1;13/01/1977;13,07;
64005000;1;1;14/01/1977;13,392;
64005000;1;1;15/01/1977;13,07;
64005000;1;1;16/01/1977;18,902;
64005000;1;1;17/01/1977;47,102;
64005000;1;1;18/01/1977;53,559;
64005000;1;1;19/01/1977;53,77;
64005000;1;1;20/01/1977;83,351;
64005000;1;1;21/01/1977;66,265;
64005000;1;1;22/01/1977;28,614;
64005000;1;1;23/01/1977;21,875;
64005000;1;1;24/01/1977;19,942;
64005000;1;1;25/01/1977;19,594;
64005000;1;1;26/01/1977;22,052;
64005000;1;1;27/01/1977;47,102;
64005000;1;1;28/01/1977;45,871;
64005000;1;1;29/01/1977;61,683;
64005000;1;1;30/01/1977;58,879;
64005000;1;1;31/01/1977;88,665;
64005000;1;1;01/02/1977;72,695;
64005000;1;1;02/02/1977;62,334;
64005000;1;1;03/02/1977;39,219;
64005000;1;1;04/02/1977;35,873;
64005000;1;1;05/02/1977;58,879;
64005000;1;1;06/02/1977;57,38;
64005000;1;1;07/02/1977;74,039;
64005000;1;1;08/02/1977;91,697;
64005000;1;1;09/02/1977;68,691;
64005000;1;1;10/02/1977;41,614;
64005000;1;1;11/02/1977;35,678;
64005000;1;1;12/02/1977;32,204;
64005000;1;1;13/02/1977;28,801;
64005000;1;1;14/02/1977;27,128;
64005000;1;1;15/02/1977;24,383;
64005000;1;1;16/02/1977;22,943;
64005000;1;1;17/02/1977;22,052;
64005000;1;1;18/02/1977;21,168;
64005000;1;1;19/02/1977;20,116;
64005000;1;1;20/02/1977;19,248;
